cod_distrito,cod_seccion,cod_circuito,cod_categoria,cod_tipo_voto,cod_agrupacion_int,cod_lista,votos
"01","001","00009","01",p,"0002","0003",146
"01","001","00009","01",b,"0000","0000",100
"01","001","00009","01",p,"0001","0001",68
"01","001","00009","01",n,"0000","0000",64
"01","001","00009","01",i,"0000","0000",9
"01","001","00009","01",r,"0000","0000",1
"01","001","00010","01",p,"0003","0090",4982
"01","001","00010","01",p,"0004","0236",2535
"01","001","00010","01",p,"0005","0238",457
"01","001","00010","01",p,"0002","0003",209
"01","001","00010","01",p,"0012","0352",169
"01","001","00010","01",b,"0000","0000",109
"01","001","00010","01",p,"0001","0001",58
"01","001","00010","01",n,"0000","0000",56
"01","001","00010","01",r,"0000","0000",3
"01","001","00010","01",i,"0000","0000","0"
"01","001","00011","01",p,"0003","0090",4233
"01","001","00011","01",p,"0004","0236",3392
"01","001","00011","01",p,"0005","0238",522
"01","001","00011","01",p,"0002","0003",254
"01","001","00011","01",p,"0012","0352",180
"01","001","00011","01",b,"0000","0000",105
"01","001","00011","01",p,"0001","0001",72
"01","001","00011","01",n,"0000","0000",61
"01","001","00011","01",i,"0000","0000",2
"01","001","00011","01",r,"0000","0000",1
"01","001","00012","01",p,"0003","0090",3868
"01","001","00012","01",p,"0004","0236",3132
"01","001","00012","01",p,"0005","0238",474
"01","001","00012","01",p,"0002","0003",261
"01","001","00012","01",p,"0012","0352",161
"01","001","00012","01",b,"0000","0000",98
"01","001","00012","01",p,"0001","0001",78
"01","001","00012","01",n,"0000","0000",50
"01","001","00012","01",r,"0000","0000",5
"01","001","00012","01",i,"0000","0000","0"
"01","001","00013","01",p,"0003","0090",4106
"01","001","00013","01",p,"0004","0236",3597
"01","001","00013","01",p,"0005","0238",544
"01","001","00013","01",p,"0002","0003",284
"01","001","00013","01",p,"0012","0352",159
"01","001","00013","01",b,"0000","0000",143
"01","001","00013","01",p,"0001","0001",77
"01","001","00013","01",n,"0000","0000",68
"01","001","00013","01",r,"0000","0000",4
"01","001","00013","01",i,"0000","0000","0"
"01","001","00014","01",p,"0003","0090",1824
"01","001","00014","01",p,"0004","0236",1393
"01","001","00014","01",p,"0005","0238",207
"01","001","00014","01",p,"0002","0003",103
"01","001","00014","01",p,"0012","0352",65
"01","001","00014","01",b,"0000","0000",51
"01","001","00014","01",p,"0001","0001",30
"01","001","00014","01",n,"0000","0000",25
"01","001","00014","01",r,"0000","0000",1
"01","001","00014","01",i,"0000","0000","0"
"01","001","00015","01",p,"0004","0236",2786
"01","001","00015","01",p,"0003","0090",2430
"01","001","00015","01",p,"0005","0238",373
"01","001","00015","01",p,"0002","0003",191
"01","001","00015","01",p,"0012","0352",118
"01","001","00015","01",b,"0000","0000",85
"01","001","00015","01",p,"0001","0001",59
"01","001","00015","01",n,"0000","0000",44
"01","001","00015","01",r,"0000","0000",2
"01","001","00015","01",i,"0000","0000","0"
"01","001","00016","01",p,"0003","0090",2659
"01","001","00016","01",p,"0004","0236",2640
"01","001","00016","01",p,"0005","0238",378
"01","001","00016","01",p,"0002","0003",203
"01","001","00016","01",p,"0012","0352",108
"01","001","00016","01",b,"0000","0000",103
"01","001","00016","01",n,"0000","0000",44
"01","001","00016","01",p,"0001","0001",44
"01","001","00016","01",r,"0000","0000",2
"01","001","00016","01",i,"0000","0000","0"
"01","001","00017","01",p,"0004","0236",4046
"01","001","00017","01",p,"0003","0090",3776
"01","001","00017","01",p,"0005","0238",522
"01","001","00017","01",p,"0002","0003",306
"01","001","00017","01",p,"0012","0352",159
"01","001","00017","01",b,"0000","0000",126
"01","001","00017","01",n,"0000","0000",80
"01","001","00017","01",p,"0001","0001",70
"01","001","00017","01",r,"0000","0000",4
"01","001","00017","01",i,"0000","0000",1
"01","001","00018","01",p,"0004","0236",2032
"01","001","00018","01",p,"0003","0090",1719
"01","001","00018","01",p,"0005","0238",281
"01","001","00018","01",p,"0002","0003",136
"01","001","00018","01",p,"0012","0352",92
"01","001","00018","01",b,"0000","0000",79
"01","001","00018","01",p,"0001","0001",42
"01","001","00018","01",n,"0000","0000",30
"01","001","00018","01",i,"0000","0000","0"
"01","001","00018","01",r,"0000","0000","0"
"01","001","00019","01",p,"0004","0236",4525
"01","001","00019","01",p,"0003","0090",3553
"01","001","00019","01",p,"0005","0238",551
"01","001","00019","01",p,"0002","0003",303
"01","001","00019","01",p,"0012","0352",158
"01","001","00019","01",b,"0000","0000",150
"01","001","00019","01",p,"0001","0001",95
"01","001","00019","01",n,"0000","0000",64
"01","001","00019","01",r,"0000","0000",4
"01","001","00019","01",i,"0000","0000","0"
"01","002","00020","01",p,"0003","0090",5261
"01","002","00020","01",p,"0004","0236",1623
"01","002","00020","01",p,"0005","0238",238
"01","002","00020","01",b,"0000","0000",105
"01","002","00020","01",p,"0002","0003",100
"01","002","00020","01",p,"0012","0352",81
"01","002","00020","01",p,"0001","0001",51
"01","002","00020","01",n,"0000","0000",36
"01","002","00020","01",r,"0000","0000",3
"01","002","00020","01",i,"0000","0000","0"
"01","002","00021","01",p,"0003","0090",7090
"01","002","00021","01",p,"0004","0236",949
"01","002","00021","01",p,"0005","0238",208
"01","002","00021","01",p,"0012","0352",112
"01","002","00021","01",p,"0002","0003",93
"01","002","00021","01",b,"0000","0000",73
"01","002","00021","01",p,"0001","0001",68
"01","002","00021","01",n,"0000","0000",29
"01","002","00021","01",r,"0000","0000",10
"01","002","00021","01",i,"0000","0000","0"
"01","002","00022","01",p,"0003","0090",8498
"01","002","00022","01",p,"0004","0236",2679
"01","002","00022","01",p,"0005","0238",628
"01","002","00022","01",p,"0002","0003",269
"01","002","00022","01",p,"0012","0352",180
"01","002","00022","01",b,"0000","0000",171
"01","002","00022","01",p,"0001","0001",58
"01","002","00022","01",n,"0000","0000",48
"01","002","00022","01",r,"0000","0000",9
"01","002","00022","01",i,"0000","0000","0"
"01","002","00023","01",p,"0003","0090",10769
"01","002","00023","01",p,"0004","0236",3369
"01","002","00023","01",p,"0005","0238",745
"01","002","00023","01",p,"0002","0003",334
"01","002","00023","01",p,"0012","0352",211
"01","002","00023","01",b,"0000","0000",158
"01","002","00023","01",p,"0001","0001",84
"01","002","00023","01",n,"0000","0000",76
"01","002","00023","01",i,"0000","0000","0"
"01","002","00023","01",r,"0000","0000","0"
"01","002","00024","01",p,"0003","0090",7372
"01","002","00024","01",p,"0004","0236",1782
"01","002","00024","01",p,"0005","0238",412
"01","002","00024","01",p,"0002","0003",173
"01","002","00024","01",p,"0012","0352",122
"01","002","00024","01",b,"0000","0000",83
"01","002","00024","01",p,"0001","0001",83
"01","002","00024","01",n,"0000","0000",36
"01","002","00024","01",r,"0000","0000",3
"01","002","00024","01",i,"0000","0000","0"
"01","002","00025","01",p,"0003","0090",7711
"01","002","00025","01",p,"0004","0236",1532
"01","002","00025","01",p,"0005","0238",319
"01","002","00025","01",p,"0002","0003",135
"01","002","00025","01",b,"0000","0000",126
"01","002","00025","01",p,"0012","0352",94
"01","002","00025","01",p,"0001","0001",74
"01","002","00025","01",n,"0000","0000",45
"01","002","00025","01",r,"0000","0000",4
"01","002","00025","01",i,"0000","0000","0"
"01","002","00026","01",p,"0003","0090",10138
"01","002","00026","01",p,"0004","0236",1796
"01","002","00026","01",p,"0005","0238",418
"01","002","00026","01",p,"0012","0352",175
"01","002","00026","01",p,"0002","0003",164
"01","002","00026","01",b,"0000","0000",109
"01","002","00026","01",p,"0001","0001",95
"01","002","00026","01",n,"0000","0000",47
"01","002","00026","01",r,"0000","0000",8
"01","002","00026","01",i,"0000","0000",4
"01","002","00027","01",p,"0003","0090",6291
"01","002","00027","01",p,"0004","0236",2273
"01","002","00027","01",p,"0005","0238",519
"01","002","00027","01",p,"0002","0003",207
"01","002","00027","01",p,"0012","0352",136
"01","002","00027","01",b,"0000","0000",125
"01","002","00027","01",n,"0000","0000",61
"01","002","00027","01",p,"0001","0001",58
"01","002","00027","01",i,"0000","0000","0"
"01","002","00027","01",r,"0000","0000","0"
"01","002","00028","01",p,"0003","0090",8357
"01","002","00028","01",p,"0004","0236",3911
"01","002","00028","01",p,"0005","0238",714
"01","002","00028","01",p,"0002","0003",359
"01","002","00028","01",p,"0012","0352",217
"01","002","00028","01",b,"0000","0000",154
"01","002","00028","01",n,"0000","0000",102
"01","002","00028","01",p,"0001","0001",75
"01","002","00028","01",r,"0000","0000",5
"01","002","00028","01",i,"0000","0000","0"
"01","002","00029","01",p,"0003","0090",5664
"01","002","00029","01",p,"0004","0236",2542
"01","002","00029","01",p,"0005","0238",482
"01","002","00029","01",p,"0002","0003",258
"01","002","00029","01",p,"0012","0352",138
"01","002","00029","01",b,"0000","0000",127
"01","002","00029","01",p,"0001","0001",58
"01","002","00029","01",n,"0000","0000",56
"01","002","00029","01",r,"0000","0000",3
"01","002","00029","01",i,"0000","0000","0"
"01","003","00030","01",p,"0003","0090",4426
"01","003","00030","01",p,"0004","0236",2603
"01","003","00030","01",p,"0005","0238",530
"01","003","00030","01",p,"0002","0003",233
"01","003","00030","01",p,"0012","0352",141
"01","003","00030","01",b,"0000","0000",134
"01","003","00030","01",n,"0000","0000",59
"01","003","00030","01",p,"0001","0001",57
"01","003","00030","01",r,"0000","0000",6
"01","003","00030","01",i,"0000","0000","0"
"01","003","00031","01",p,"0003","0090",5108
"01","003","00031","01",p,"0004","0236",2914
"01","003","00031","01",p,"0005","0238",561
"01","003","00031","01",p,"0002","0003",295
"01","003","00031","01",p,"0012","0352",179
"01","003","00031","01",b,"0000","0000",123
"01","003","00031","01",p,"0001","0001",77
"01","003","00031","01",n,"0000","0000",72
"01","003","00031","01",r,"0000","0000",9
"01","003","00031","01",i,"0000","0000","0"
"01","003","00032","01",p,"0003","0090",4267
"01","003","00032","01",p,"0004","0236",2905
"01","003","00032","01",p,"0005","0238",481
"01","003","00032","01",p,"0002","0003",286
"01","003","00032","01",p,"0012","0352",155
"01","003","00032","01",b,"0000","0000",120
"01","003","00032","01",p,"0001","0001",70
"01","003","00032","01",n,"0000","0000",61
"01","003","00032","01",r,"0000","0000",4
"01","003","00032","01",i,"0000","0000","0"
"01","003","00033","01",p,"0003","0090",3361
"01","003","00033","01",p,"0004","0236",2584
"01","003","00033","01",p,"0005","0238",462
"01","003","00033","01",p,"0002","0003",259
"01","003","00033","01",p,"0012","0352",147
"01","003","00033","01",b,"0000","0000",108
"01","003","00033","01",p,"0001","0001",66
"01","003","00033","01",n,"0000","0000",64
"01","003","00033","01",i,"0000","0000",5
"01","003","00033","01",r,"0000","0000",4
"01","003","00034","01",p,"0003","0090",4961
"01","003","00034","01",p,"0004","0236",3695
"01","003","00034","01",p,"0005","0238",609
"01","003","00034","01",p,"0002","0003",313
"01","003","00034","01",p,"0012","0352",212
"01","003","00034","01",b,"0000","0000",197
"01","003","00034","01",n,"0000","0000",92
"01","003","00034","01",p,"0001","0001",83
"01","003","00034","01",r,"0000","0000",4
"01","003","00034","01",i,"0000","0000","0"
"01","003","00035","01",p,"0003","0090",4219
"01","003","00035","01",p,"0004","0236",4075
"01","003","00035","01",p,"0005","0238",687
"01","003","00035","01",p,"0002","0003",349
"01","003","00035","01",p,"0012","0352",203
"01","003","00035","01",b,"0000","0000",128
"01","003","00035","01",p,"0001","0001",103
"01","003","00035","01",n,"0000","0000",65
"01","003","00035","01",r,"0000","0000",3
"01","003","00035","01",i,"0000","0000","0"
"01","003","00036","01",p,"0004","0236",2963
"01","003","00036","01",p,"0003","0090",2518
"01","003","00036","01",p,"0005","0238",428
"01","003","00036","01",p,"0002","0003",248
"01","003","00036","01",p,"0012","0352",134
"01","003","00036","01",b,"0000","0000",103
"01","003","00036","01",n,"0000","0000",63
"01","003","00036","01",p,"0001","0001",56
"01","003","00036","01",r,"0000","0000",5
"01","003","00036","01",i,"0000","0000","0"
"01","003","00037","01",p,"0003","0090",3595
"01","003","00037","01",p,"0004","0236",3454
"01","003","00037","01",p,"0005","0238",520
"01","003","00037","01",p,"0002","0003",280
"01","003","00037","01",p,"0012","0352",171
"01","003","00037","01",b,"0000","0000",114
"01","003","00037","01",p,"0001","0001",66
"01","003","00037","01",n,"0000","0000",60
"01","003","00037","01",r,"0000","0000",6
"01","003","00037","01",i,"0000","0000",5
"01","003","00038","01",p,"0003","0090",4272
"01","003","00038","01",p,"0004","0236",3815
"01","003","00038","01",p,"0005","0238",612
"01","003","00038","01",p,"0002","0003",327
"01","003","00038","01",p,"0012","0352",178
"01","003","00038","01",b,"0000","0000",145
"01","003","00038","01",p,"0001","0001",91
"01","003","00038","01",n,"0000","0000",78
"01","003","00038","01",i,"0000","0000",1
"01","003","00038","01",r,"0000","0000","0"
"01","003","00039","01",p,"0003","0090",4324
"01","003","00039","01",p,"0004","0236",3787
"01","003","00039","01",p,"0005","0238",609
"01","003","00039","01",p,"0002","0003",313
"01","003","00039","01",p,"0012","0352",190
"01","003","00039","01",b,"0000","0000",152
"01","003","00039","01",n,"0000","0000",73
"01","003","00039","01",p,"0001","0001",69
"01","003","00039","01",r,"0000","0000",4
"01","003","00039","01",i,"0000","0000",1
"01","003","00040","01",p,"0003","0090",3377
"01","003","00040","01",p,"0004","0236",2889
"01","003","00040","01",p,"0005","0238",485
"01","003","00040","01",p,"0002","0003",208
"01","003","00040","01",p,"0012","0352",154
"01","003","00040","01",b,"0000","0000",89
"01","003","00040","01",p,"0001","0001",59
"01","003","00040","01",n,"0000","0000",45
"01","003","00040","01",i,"0000","0000","0"
"01","003","00040","01",r,"0000","0000","0"
"01","003","00041","01",p,"0004","0236",6210
"01","003","00041","01",p,"0003","0090",6028
"01","003","00041","01",p,"0005","0238",933
"01","003","00041","01",p,"0002","0003",545
"01","003","00041","01",p,"0012","0352",304
"01","003","00041","01",b,"0000","0000",224
"01","003","00041","01",p,"0001","0001",108
"01","003","00041","01",n,"0000","0000",98
"01","003","00041","01",r,"0000","0000",8
"01","003","00041","01",i,"0000","0000",1
"01","003","00042","01",p,"0003","0090",5488
"01","003","00042","01",p,"0004","0236",5009
"01","003","00042","01",p,"0005","0238",748
"01","003","00042","01",p,"0002","0003",429
"01","003","00042","01",p,"0012","0352",240
"01","003","00042","01",b,"0000","0000",176
"01","003","00042","01",n,"0000","0000",94
"01","003","00042","01",p,"0001","0001",93
"01","003","00042","01",r,"0000","0000",4
"01","003","00042","01",i,"0000","0000","0"
"01","004","00043","01",p,"0003","0090",4247
"01","004","00043","01",p,"0004","0236",4168
"01","004","00043","01",p,"0005","0238",699
"01","004","00043","01",p,"0002","0003",352
"01","004","00043","01",p,"0012","0352",197
"01","004","00043","01",b,"0000","0000",123
"01","004","00043","01",n,"0000","0000",73
"01","004","00043","01",p,"0001","0001",54
"01","004","00043","01",i,"0000","0000","0"
"01","004","00043","01",r,"0000","0000","0"
"01","004","00044","01",p,"0003","0090",2999
"01","004","00044","01",p,"0004","0236",2970
"01","004","00044","01",p,"0005","0238",495
"01","004","00044","01",p,"0002","0003",239
"01","004","00044","01",p,"0012","0352",145
"01","004","00044","01",b,"0000","0000",92
"01","004","00044","01",n,"0000","0000",58
"01","004","00044","01",p,"0001","0001",41
"01","004","00044","01",i,"0000","0000",1
"01","004","00044","01",r,"0000","0000",1
"01","004","00045","01",p,"0004","0236",2573
"01","004","00045","01",p,"0003","0090",2190
"01","004","00045","01",p,"0005","0238",310
"01","004","00045","01",p,"0002","0003",178
"01","004","00045","01",p,"0012","0352",120
"01","004","00045","01",b,"0000","0000",90
"01","004","00045","01",n,"0000","0000",50
"01","004","00045","01",p,"0001","0001",44
"01","004","00045","01",r,"0000","0000",2
"01","004","00045","01",i,"0000","0000","0"
"01","004","00046","01",p,"0004","0236",2040
"01","004","00046","01",p,"0003","0090",1815
"01","004","00046","01",p,"0005","0238",313
"01","004","00046","01",p,"0002","0003",166
"01","004","00046","01",p,"0012","0352",98
"01","004","00046","01",b,"0000","0000",54
"01","004","00046","01",p,"0001","0001",43
"01","004","00046","01",n,"0000","0000",26
"01","004","00046","01",i,"0000","0000",2
"01","004","00046","01",r,"0000","0000",2
"01","004","00047","01",p,"0004","0236",8169
"01","004","00047","01",p,"0003","0090",2215
"01","004","00047","01",p,"0005","0238",510
"01","004","00047","01",b,"0000","0000",399
"01","004","00047","01",p,"0002","0003",290
"01","004","00047","01",p,"0001","0001",149
"01","004","00047","01",p,"0012","0352",138
"01","004","00047","01",n,"0000","0000",56
"01","004","00047","01",r,"0000","0000",3
"01","004","00047","01",i,"0000","0000",2
"01","004","00048","01",p,"0003","0090",4987
"01","004","00048","01",p,"0004","0236",4219
"01","004","00048","01",p,"0005","0238",698
"01","004","00048","01",p,"0002","0003",311
"01","004","00048","01",b,"0000","0000",200
"01","004","00048","01",p,"0012","0352",181
"01","004","00048","01",n,"0000","0000",72
"01","004","00048","01",p,"0001","0001",65
"01","004","00048","01",r,"0000","0000",7
"01","004","00048","01",i,"0000","0000",1
"01","004","00049","01",p,"0004","0236",4297
"01","004","00049","01",p,"0003","0090",4021
"01","004","00049","01",p,"0005","0238",652
"01","004","00049","01",p,"0002","0003",331
"01","004","00049","01",p,"0012","0352",181
"01","004","00049","01",b,"0000","0000",169
"01","004","00049","01",p,"0001","0001",117
"01","004","00049","01",n,"0000","0000",78
"01","004","00049","01",r,"0000","0000",1
"01","004","00049","01",i,"0000","0000","0"
"01","004","00050","01",p,"0003","0090",5967
"01","004","00050","01",p,"0004","0236",3857
"01","004","00050","01",p,"0005","0238",690
"01","004","00050","01",p,"0002","0003",347
"01","004","00050","01",p,"0012","0352",197
"01","004","00050","01",b,"0000","0000",163
"01","004","00050","01",n,"0000","0000",100
"01","004","00050","01",p,"0001","0001",53
"01","004","00050","01",r,"0000","0000",3
"01","004","00050","01",i,"0000","0000",1
"01","004","00051","01",p,"0003","0090",4312
"01","004","00051","01",p,"0004","0236",2931
"01","004","00051","01",p,"0005","0238",528
"01","004","00051","01",p,"0002","0003",238
"01","004","00051","01",p,"0012","0352",163
"01","004","00051","01",b,"0000","0000",127
"01","004","00051","01",n,"0000","0000",60
"01","004","00051","01",p,"0001","0001",41
"01","004","00051","01",r,"0000","0000",5
"01","004","00051","01",i,"0000","0000","0"
"01","004","00052","01",p,"0004","0236",4798
"01","004","00052","01",p,"0003","0090",3696
"01","004","00052","01",p,"0005","0238",629
"01","004","00052","01",p,"0002","0003",302
"01","004","00052","01",p,"0012","0352",210
"01","004","00052","01",b,"0000","0000",176
"01","004","00052","01",p,"0001","0001",116
"01","004","00052","01",n,"0000","0000",89
"01","004","00052","01",r,"0000","0000",2
"01","004","00052","01",i,"0000","0000","0"
"01","004","00053","01",p,"0004","0236",5339
"01","004","00053","01",p,"0003","0090",3716
"01","004","00053","01",p,"0005","0238",656
"01","004","00053","01",p,"0002","0003",319
"01","004","00053","01",b,"0000","0000",201
"01","004","00053","01",p,"0012","0352",192
"01","004","00053","01",p,"0001","0001",114
"01","004","00053","01",n,"0000","0000",74
"01","004","00053","01",i,"0000","0000","0"
"01","004","00053","01",r,"0000","0000","0"
"01","004","00054","01",p,"0003","0090",5114
"01","004","00054","01",p,"0004","0236",4889
"01","004","00054","01",p,"0005","0238",731
"01","004","00054","01",p,"0002","0003",407
"01","004","00054","01",p,"0012","0352",185
"01","004","00054","01",b,"0000","0000",179
"01","004","00054","01",p,"0001","0001",96
"01","004","00054","01",n,"0000","0000",92
"01","004","00054","01",r,"0000","0000",9
"01","004","00054","01",i,"0000","0000","0"
"01","004","00055","01",p,"0004","0236",3669
"01","004","00055","01",p,"0003","0090",2806
"01","004","00055","01",p,"0005","0238",532
"01","004","00055","01",p,"0002","0003",238
"01","004","00055","01",p,"0012","0352",135
"01","004","00055","01",b,"0000","0000",131
"01","004","00055","01",n,"0000","0000",90
"01","004","00055","01",p,"0001","0001",77
"01","004","00055","01",i,"0000","0000","0"
"01","004","00055","01",r,"0000","0000","0"
"01","004","00056","01",p,"0004","0236",3216
"01","004","00056","01",p,"0003","0090",2509
"01","004","00056","01",p,"0005","0238",452
"01","004","00056","01",p,"0002","0003",238
"01","004","00056","01",b,"0000","0000",147
"01","004","00056","01",p,"0012","0352",138
"01","004","00056","01",n,"0000","0000",67
"01","004","00056","01",p,"0001","0001",66
"01","004","00056","01",r,"0000","0000",2
"01","004","00056","01",i,"0000","0000","0"
"01","004","00057","01",p,"0004","0236",6537
"01","004","00057","01",p,"0003","0090",6265
"01","004","00057","01",p,"0005","0238",1106
"01","004","00057","01",p,"0002","0003",488
"01","004","00057","01",p,"0012","0352",303
"01","004","00057","01",b,"0000","0000",248
"01","004","00057","01",p,"0001","0001",144
"01","004","00057","01",n,"0000","0000",141
"01","004","00057","01",i,"0000","0000",1
"01","004","00057","01",r,"0000","0000",1
"01","005","00058","01",p,"0004","0236",5023
"01","005","00058","01",p,"0003","0090",4902
"01","005","00058","01",p,"0005","0238",889
"01","005","00058","01",p,"0002","0003",415
"01","005","00058","01",p,"0012","0352",248
"01","005","00058","01",b,"0000","0000",180
"01","005","00058","01",p,"0001","0001",126
"01","005","00058","01",n,"0000","0000",103
"01","005","00058","01",r,"0000","0000",5
"01","005","00058","01",i,"0000","0000",2
"01","005","00059","01",p,"0004","0236",4573
"01","005","00059","01",p,"0003","0090",4496
"01","005","00059","01",p,"0005","0238",735
"01","005","00059","01",p,"0002","0003",379
"01","005","00059","01",p,"0012","0352",206
"01","005","00059","01",b,"0000","0000",132
"01","005","00059","01",p,"0001","0001",87
"01","005","00059","01",n,"0000","0000",81
"01","005","00059","01",r,"0000","0000",2
"01","005","00059","01",i,"0000","0000","0"
"01","005","00060","01",p,"0003","0090",5712
"01","005","00060","01",p,"0004","0236",5266
"01","005","00060","01",p,"0005","0238",924
"01","005","00060","01",p,"0002","0003",431
"01","005","00060","01",p,"0012","0352",276
"01","005","00060","01",b,"0000","0000",201
"01","005","00060","01",n,"0000","0000",98
"01","005","00060","01",p,"0001","0001",87
"01","005","00060","01",r,"0000","0000",4
"01","005","00060","01",i,"0000","0000","0"
"01","005","00061","01",p,"0003","0090",6296
"01","005","00061","01",p,"0004","0236",4364
"01","005","00061","01",p,"0005","0238",819
"01","005","00061","01",p,"0002","0003",376
"01","005","00061","01",p,"0012","0352",224
"01","005","00061","01",b,"0000","0000",159
"01","005","00061","01",n,"0000","0000",87
"01","005","00061","01",p,"0001","0001",53
"01","005","00061","01",r,"0000","0000",2
"01","005","00061","01",i,"0000","0000","0"
"01","005","00062","01",p,"0003","0090",3732
"01","005","00062","01",p,"0004","0236",3352
"01","005","00062","01",p,"0005","0238",581
"01","005","00062","01",p,"0002","0003",310
"01","005","00062","01",p,"0012","0352",180
"01","005","00062","01",b,"0000","0000",116
"01","005","00062","01",p,"0001","0001",73
"01","005","00062","01",n,"0000","0000",46
"01","005","00062","01",r,"0000","0000",3
"01","005","00062","01",i,"0000","0000","0"
"01","005","00063","01",p,"0003","0090",7800
"01","005","00063","01",p,"0004","0236",5958
"01","005","00063","01",p,"0005","0238",1062
"01","005","00063","01",p,"0002","0003",570
"01","005","00063","01",p,"0012","0352",320
"01","005","00063","01",b,"0000","0000",237
"01","005","00063","01",n,"0000","0000",114
"01","005","00063","01",p,"0001","0001",94
"01","005","00063","01",r,"0000","0000",8
"01","005","00063","01",i,"0000","0000",1
"01","005","00064","01",p,"0003","0090",8285
"01","005","00064","01",p,"0004","0236",6548
"01","005","00064","01",p,"0005","0238",1146
"01","005","00064","01",p,"0002","0003",608
"01","005","00064","01",p,"0012","0352",312
"01","005","00064","01",b,"0000","0000",273
"01","005","00064","01",n,"0000","0000",135
"01","005","00064","01",p,"0001","0001",84
"01","005","00064","01",r,"0000","0000",5
"01","005","00064","01",i,"0000","0000","0"
"01","005","00065","01",p,"0003","0090",5252
"01","005","00065","01",p,"0004","0236",4065
"01","005","00065","01",p,"0005","0238",715
"01","005","00065","01",p,"0002","0003",358
"01","005","00065","01",p,"0012","0352",210
"01","005","00065","01",b,"0000","0000",183
"01","005","00065","01",n,"0000","0000",71
"01","005","00065","01",p,"0001","0001",58
"01","005","00065","01",r,"0000","0000",13
"01","005","00065","01",i,"0000","0000",1
"01","005","00066","01",p,"0003","0090",5093
"01","005","00066","01",p,"0004","0236",3907
"01","005","00066","01",p,"0005","0238",714
"01","005","00066","01",p,"0002","0003",389
"01","005","00066","01",p,"0012","0352",207
"01","005","00066","01",b,"0000","0000",170
"01","005","00066","01",n,"0000","0000",69
"01","005","00066","01",p,"0001","0001",59
"01","005","00066","01",r,"0000","0000",13
"01","005","00066","01",i,"0000","0000",2
"01","005","00067","01",p,"0003","0090",7723
"01","005","00067","01",p,"0004","0236",6140
